C,D,E,F,G,H,I,K,N,O,R,S,T,U,V,W,Y,Z
0,21.2,35.7,18.1,37.975,21.39,35,35.2,0,51.59,22.1666666667,42.6633333333,18.89,36.1175,0.35,755.25,2,20.5
0,21.2,35.7,18.0333333333,38.06,21.39,35,35.2,-0.0666666667,51.4633333333,22.1666666667,42.53,18.89,36.2,0.3666666667,755.2666666667,2,20.6666666667
0,21.1666666667,35.6633333333,18,38.1266666667,21.39,35,35.1266666667,-0.2,51.03,22.1,42.3633333333,18.89,36.29,0.3833333333,755.2833333333,2,20.8333333333
0,21.1,35.59,17.9266666667,38.2,21.4633333333,35.06,35,-0.2,51.2966666667,22.1,42.1566666667,18.89,36.3633333333,0.4,755.3,2,21
0,21.1,35.59,17.89,38.23,21.5,35.09,35,-0.2,51.53,22.1,41.9666666667,18.89,36.4333333333,0.35,755.3166666667,2,21.1666666667
0,21.1,35.59,17.89,38.29,21.5,35.03,34.9,-0.2,51.9233333333,22.1,41.8266666667,18.89,36.56,0.3,755.3333333333,2,21.3333333333
0,21.0666666667,35.5,17.79,38.29,21.5,35.09,34.8266666667,-0.1333333333,52.43,22.0333333333,41.6566666667,18.89,36.7,0.25,755.35,2,21.5
0,21,35.5,17.79,38.29,21.5,35.09,34.79,-0.2,52.49,22.1,41.73,18.89,36.76,0.2,755.3666666667,2,21.6666666667
10,21,35.4666666667,17.79,38.3266666667,21.5666666667,35.1266666667,34.7225,-0.2,52.895,22,41.4666666667,18.89,36.8266666667,0.15,755.3833333333,2,21.8333333333
0,21,35.4,17.73,38.4,21.5666666667,35.2,34.6266666667,-0.1666666667,53.03,22,41.4,18.89,36.9666666667,0.1,755.4,2,22
0,20.89,35.4,17.7,38.5,21.5,35.2,34.59,-0.1,53.1633333333,22,41.4,18.89,37.09,0.0333333333,755.4,2.1666666667,29.1666666667
0,20.89,35.4,17.6333333333,38.4333333333,21.5,35.2,34.59,-0.2333333333,52.6233333333,22,41.3266666667,18.89,37.1633333333,-0.0333333333,755.4,2.3333333333,36.3333333333
0,20.89,35.4,17.6,38.5,21.5,35.2,34.5,-0.3666666667,51.9566666667,21.9633333333,41.2,18.89,37.3266666667,-0.1,755.4,2.5,43.5
0,20.89,35.4,17.5333333333,38.5,21.5,35.2,34.5,-0.3666666667,51.9633333333,21.89,41.2,18.89,37.4666666667,-0.1666666667,755.4,2.6666666667,50.6666666667
0,20.8233333333,35.29,17.5,38.59,21.5,35.2,34.4,-0.3666666667,52.09,21.89,41.09,18.89,37.53,-0.2333333333,755.4,2.8333333333,57.8333333333
0,20.8233333333,35.29,17.5,38.59,21.5,35.2,34.4,-0.4333333333,52.2,21.89,41.09,18.89,37.59,-0.3,755.4,3,65
0,20.79,35.2,17.4633333333,38.59,21.5,35.23,34.29,-0.5,52.0666666667,21.8233333333,40.9333333333,18.89,37.7,-0.2333333333,755.4,2.8333333333,57.6666666667
0,20.79,35.2,17.39,38.59,21.5,35.29,34.23,-0.6333333333,51.7233333333,21.89,41,18.89,37.76,-0.1666666667,755.4,2.6666666667,50.3333333333
0,20.79,35.2,17.3566666667,38.7,21.5,35.4,34.2,-0.7,51.6633333333,21.84,40.895,18.89,37.8266666667,-0.1,755.4,2.5,43
0,20.7,35.1633333333,17.34,38.7225,21.5,35.4,34.1266666667,-0.7,51.8266666667,21.79,40.76,18.89,37.975,-0.0333333333,755.4,2.3333333333,35.6666666667
0,20.7,35.1633333333,17.29,38.79,21.5,35.45,34.1633333333,-0.7,51.6933333333,21.79,40.7,18.89,38,0.0333333333,755.4,2.1666666667,28.3333333333
10,20.7,35.1633333333,17.29,38.79,21.5,35.5,34.09,-0.8,51.4666666667,21.79,40.7,18.89,38.09,0.1,755.4,2,21
0,20.7,35.2233333333,17.23,38.79,21.5,35.5,34.09,-0.8666666667,51.3266666667,21.79,40.6266666667,18.89,38.1633333333,1.38777878078145E-17,755.4,1.8333333333,28.1666666667
0,20.7,35.6266666667,17.2,39.1933333333,21.4633333333,35.1933333333,34.03,-0.9333333333,51,21.76,40.56,18.89,38.23,-0.1,755.4,1.6666666667,35.3333333333
0,20.7,35.7,17.1333333333,39.6,21.39,34.9333333333,34,-1,51.2,21.7,40.5,18.89,38.23,-0.2,755.4,1.5,42.5
0,20.7,35.8633333333,17.1,39.9333333333,21.29,34.8633333333,34,-0.9333333333,51.5266666667,21.7,40.4633333333,18.89,38.2,-0.3,755.4,1.3333333333,49.6666666667
10,20.7,35.79,17.1,40.06,21.29,34.79,33.9666666667,-0.9,51.5666666667,21.7,40.6633333333,18.89,38.2,-0.4,755.4,1.1666666667,56.8333333333
0,20.7,35.79,17.1,40.2,21.26,34.76,33.8725,-0.9,51.9,21.7,40.79,18.89,38.2,-0.5,755.4,1,64
0,20.6333333333,36.1966666667,17.1,40.2,21.26,34.7,33.8633333333,-0.7666666667,52.1566666667,21.7,40.93,18.89,38.2,-0.4833333333,755.4166666667,1.1666666667,63.8333333333
0,20.6,35.93,17.1,40.26,21.2,34.56,34.03,-0.7,52.3633333333,21.6666666667,40.93,18.89,38.06,-0.4666666667,755.4333333333,1.3333333333,63.6666666667
0,20.6,35.73,17.1,40.2,21.2,34.5,34.09,-0.5666666667,52.6933333333,21.6666666667,40.73,18.89,37.9333333333,-0.45,755.45,1.5,63.5
0,20.6,35.59,17.1,40.2,21.1666666667,34.3633333333,34.36,-0.4333333333,52.9,21.6,40.3633333333,18.89,37.6633333333,-0.4333333333,755.4666666667,1.6666666667,63.3333333333
0,20.6,35.59,17.1,40.1266666667,21.1,34.29,34.56,-0.2333333333,53.2666666667,21.6,40.03,18.89,37.53,-0.4166666667,755.4833333333,1.8333333333,63.1666666667
0,20.6,35.59,17.1333333333,40.23,21.1,34.29,34.6266666667,-0.0333333333,53.4666666667,21.5666666667,39.5266666667,18.8566666667,37.3333333333,-0.4,755.5,2,63
0,20.6,35.6633333333,17.2,40.29,21.1,34.29,34.7,0.1666666667,53.8,21.5,39.2666666667,18.79,37.0666666667,-5.55111512312578E-17,755.55,2,56.1666666667
0,20.5666666667,35.7,17.29,40.4,21.0333333333,34.3266666667,34.79,0.3666666667,54,21.5,39.0266666667,18.8233333333,36.9,0.4,755.6,2,49.3333333333
0,20.575,35.75,17.29,40.4,21.0333333333,34.3266666667,34.79,0.8,54.5,21.4266666667,38.7666666667,18.8233333333,36.7666666667,0.8,755.65,2,42.5
0,20.6,35.9,17.395,40.45,21,34.4333333333,34.79,1.26,54.96,21.39,38.6633333333,18.79,36.545,1.2,755.7,2,35.6666666667
0,20.5666666667,35.9333333333,17.6966666667,40.1633333333,21.0666666667,34.56,34.79,2.2333333333,55.6966666667,21.39,38.5225,18.9266666667,36.3333333333,1.6,755.75,2,28.8333333333
0,20.5666666667,36.1933333333,18.0966666667,39.7566666667,21.15,34.545,34.89,3.0933333333,56.3633333333,21.39,38.5,19,36.1266666667,2,755.8,2,22
0,20.6,36.4333333333,18.8,39.0566666667,21.3233333333,34.4666666667,35.2233333333,4.2,56.895,21.29,38.26,19,35.8333333333,2.4833333333,755.85,2,23.1666666667
0,20.6,36.5,19.5333333333,38.13,21.4633333333,34.4666666667,35.4333333333,5.2266666667,57.39,21.23,38.0666666667,19.0666666667,35.7,2.9666666667,755.9,2,24.3333333333
0,20.6,36.43,19.86,37.1,21.4266666667,34.4333333333,35.56,5.4933333333,57.6633333333,21.2,37.8333333333,19.1,35.4666666667,3.45,755.95,2,25.5
0,20.6,36.23,20.1933333333,36.7666666667,21.5666666667,34.5,35.7666666667,6.5,58.0666666667,21.2,37.6266666667,19.1,35.3266666667,3.9333333333,756,2,26.6666666667
0,20.6,36.1633333333,20.8666666667,36.0933333333,21.5333333333,34.4,36.0266666667,7.1666666667,58.5333333333,21.1666666667,37.5,19.1,35.06,4.4166666667,756.05,2,27.8333333333
0,20.6666666667,36.1633333333,21.4666666667,35.1666666667,21.6,34.4666666667,36.23,7.5666666667,58.9266666667,21.1,37.4333333333,19.1,35,4.9,756.1,2,29
0,20.7,36.09,21.96,34.1233333333,21.6,34.53,36.3725,8.2266666667,58.7333333333,21.1,37.29,19.1,34.8633333333,5.0833333333,756.15,2,30.8333333333
20,20.7,36.09,21.96,33.6566666667,21.5333333333,34.59,36.4,8.83,53.56,21.1,37.23,19.1,34.79,5.2666666667,756.2,2,32.6666666667
10,20.7,36.06,21.6666666667,33.76,21.5,34.7,36.4,8.89,48.5,21.0666666667,37.1333333333,19.1,34.56,5.45,756.25,2,34.5
10,20.7,36,21.5333333333,33.8333333333,21.5,34.7,36.4,9.0633333333,41.1,21,37,19.1,34.4333333333,5.6333333333,756.3,2,36.3333333333
10,20.7,35.9,21.8666666667,33.6233333333,21.4633333333,34.7,36.3633333333,9.5966666667,35.3,21,36.8633333333,19.1,34.29,5.8166666667,756.35,2,38.1666666667
10,20.7,35.8266666667,22.26,32.9566666667,21.39,34.7,36.3633333333,10.3266666667,31.5966666667,21,36.79,19.1,34.29,6,756.4,2,40
10,20.79,35.8266666667,22.23,32.6633333333,21.4266666667,34.7666666667,36.26,10.7933333333,27.5966666667,21,36.76,19.1,34.2,6.1416666667,756.3833333333,2.1666666667,40
10,20.79,36.0266666667,22.23,32.39,21.4266666667,34.8266666667,36.2,10.7933333333,25.1233333333,20.9266666667,36.7,19.1,34.1266666667,6.2833333333,756.3666666667,2.3333333333,40
10,20.73,36.0266666667,22.0333333333,32.4666666667,21.39,34.79,36.2,10.7933333333,23.4566666667,20.89,36.6333333333,19.1,33.8633333333,6.425,756.35,2.5,40
20,20.79,35.8725,22.0333333333,32.2666666667,21.39,34.79,36.1266666667,10.9633333333,21.5666666667,20.89,36.5,19.1,33.79,6.5666666667,756.3333333333,2.6666666667,40
10,20.79,35.73,22.0666666667,32.3633333333,21.5,35,35.8633333333,11.0966666667,20.4933333333,20.89,36.4,19.05,33.545,6.7083333333,756.3166666667,2.8333333333,40
10,20.79,35.56,22.2675,31.9425,21.5,35,35.5966666667,11.95,14.7,20.84,36.2725,19.1,33.5,6.85,756.3,3,40
10,20.79,35.5,22.23,31.6333333333,21.5,35,35.43,10.8566666667,12.4633333333,20.8233333333,36.1566666667,19.1,33.36,6.9916666667,756.2833333333,3.1666666667,40
10,20.79,35.3633333333,21.9633333333,31.6333333333,21.5,35,35.29,9.2633333333,15.1966666667,20.79,36.09,19,33.09,7.1333333333,756.2666666667,3.3333333333,40
0,20.79,35.23,21.7633333333,31.76,21.5,35,35.1333333333,7.23,31.43,20.79,36.09,19,33.09,7.275,756.25,3.5,40
0,20.79,35.2,21.6666666667,32.03,21.5,35,34.86,6.6233333333,42.1633333333,20.73,36.09,19,33.09,7.4166666667,756.2333333333,3.6666666667,40
0,20.79,35.1266666667,21.6,32.09,21.5,35,34.7,7.3566666667,48.5,20.73,36.09,19,33.09,7.5583333333,756.2166666667,3.8333333333,40
0,20.79,35.09,21.4633333333,32.1633333333,21.5,35,34.6266666667,7.83,47.0266666667,20.7,36.2,19,33.2,7.7,756.2,4,40
0,20.73,35.09,21.3233333333,32.2233333333,21.5,35,34.56,7.2,42.4933333333,20.7,36.26,19,33.26,7.2333333333,756.25,4,40
0,20.7,35.09,21.2,32.36,21.5,34.9,34.425,7.2666666667,45.36,20.7,36.3266666667,19,33.29,6.7666666667,756.3,4,40
0,20.7,35.09,21.2,32.5,21.5,34.9,34.4,8.4233333333,49.0566666667,20.7,36.4,19,33.3633333333,6.3,756.35,4,40
0,20.7,35,21.2,32.5,21.5,34.9,34.4333333333,9.09,46.7233333333,20.7,36.4333333333,19,33.4,5.8333333333,756.4,4,40
0,20.7,35,21.2,32.56,21.5,34.9,34.5,9.5566666667,44.0666666667,20.6333333333,36.4333333333,19,33.4666666667,5.3666666667,756.45,4,40
0,20.79,35,21.1666666667,32.7666666667,21.39,34.79,34.5,9.9633333333,40.4,20.6666666667,36.56,19,33.59,4.9,756.5,4,40
0,20.79,35,21.1,32.9,21.39,34.79,34.5,9.9633333333,36.6966666667,20.6,36.5,19,33.6633333333,5.2083333333,756.475,3.9166666667,40
0,20.79,35,21,33.03,21.39,34.9,34.4666666667,9.43,32.9566666667,20.6,36.56,18.9266666667,33.59,5.5166666667,756.45,3.8333333333,40
0,20.79,35,21,33.09,21.39,34.9,34.4,9.16,38.03,20.6,36.56,19,33.6633333333,5.825,756.425,3.75,40
0,20.79,35,20.8566666667,33.2,21.4266666667,34.9333333333,34.4333333333,9.0333333333,39.3633333333,20.6,36.59,19,33.73,6.1333333333,756.4,3.6666666667,40
0,20.79,35.0225,20.8566666667,33.3333333333,21.5,35,34.5,9.1666666667,39.4333333333,20.6,36.6633333333,19,33.8633333333,6.4416666667,756.375,3.5833333333,40
0,20.79,35.09,20.79,33.4,21.5,34.9,34.5,9.625,38.27,20.5,36.79,18.945,34,6.75,756.35,3.5,40
0,20.79,35.09,20.73,33.4666666667,21.5,34.9666666667,34.5,10.1266666667,35.4666666667,20.5666666667,36.79,18.9266666667,34,7.0583333333,756.325,3.4166666667,40
0,20.79,35.09,20.7,33.5,21.5,35,34.4666666667,10.5666666667,30.36,20.5,36.79,18.9266666667,34,7.3666666667,756.3,3.3333333333,40
0,20.79,35.09,20.5666666667,33.4,21.5,35,34.3266666667,10.0933333333,20.6933333333,20.5,36.6633333333,18.89,33.8633333333,7.675,756.275,3.25,40
0,20.79,35.03,20.4266666667,33.4,21.5,35,34.26,8.8966666667,18.6666666667,20.5,36.59,18.89,33.73,7.9833333333,756.25,3.1666666667,40
0,20.79,35.1333333333,20.29,33.5666666667,21.5,35,34.2,8.9633333333,20.3333333333,20.5,36.56,18.89,33.56,8.2916666667,756.225,3.0833333333,40
0,20.79,35.4666666667,20.3566666667,33.7,21.5,35,34.06,9.63,17.4666666667,20.5,36.4333333333,18.89,33.4333333333,8.6,756.2,3,40
0,20.89,35.6633333333,20.3566666667,33.79,21.5,35,34,9.63,14.8,20.5333333333,36.53,18.89,33.3633333333,8.4333333333,756.2333333333,3.5,38
0,20.89,35.59,20.29,33.79,21.5,34.9333333333,34,9.8,11.06,20.6,36.59,18.89,33.23,8.2666666667,756.2666666667,4,36
0,20.89,35.56,20.26,33.76,21.5,34.9,33.925,10.06,11.06,20.6333333333,36.73,18.89,33.06,8.1,756.3,4.5,34
0,20.89,35.4333333333,20.2,33.6266666667,21.5,34.9,33.9,10.7566666667,7.9666666667,20.7,36.79,18.89,32.9333333333,7.9333333333,756.3333333333,5,32
0,20.9266666667,35.26,20.23,33.4666666667,21.5,34.79,33.76,11.03,6.1,20.79,36.7,18.89,32.6633333333,7.7666666667,756.3666666667,5.5,30
0,21,35.2,20.23,33.3266666667,21.5,34.79,33.76,11.49,4.93,20.8566666667,36.76,18.89,32.4633333333,7.6,756.4,6,28
0,21,35.1633333333,20.1666666667,33.26,21.4633333333,34.76,33.76,11.69,1.93,20.9266666667,36.76,18.89,32.26,7.9333333333,756.35,5.5,30
0,21,34.89,20.1666666667,33.0666666667,21.39,34.7,33.6266666667,11.9266666667,1,21,36.5666666667,18.89,32.1266666667,8.2666666667,756.3,5,32
0,21,34.6633333333,20.2,32.79,21.5,34.8633333333,33.56,11.7933333333,1,21.0333333333,36.29,18.89,31.8566666667,8.6,756.25,4.5,34
0,21,34.59,20.2,32.73,21.5,34.79,33.36,11.7266666667,1,21.1,36.1566666667,18.89,31.6633333333,8.9333333333,756.2,4,36
0,21.0333333333,34.4666666667,20.1,32.59,21.5,34.8633333333,33.1633333333,11.86,1,21.23,35.9666666667,18.8566666667,31.2933333333,9.2666666667,756.15,3.5,38
0,21.1,34.3266666667,20.1,32.53,21.5,34.79,32.9633333333,11.745,1,21.29,35.6933333333,18.8566666667,31.0333333333,9.6,756.1,3,40
0,21.1,34.4,20.1,32.2233333333,21.5,34.79,32.7666666667,11.6,1,21.4266666667,35.3633333333,18.79,30.65,9.6833333333,756.1,3.1666666667,40
0,21.1,33.6933333333,20.0333333333,31.6966666667,21.5,34.5966666667,32.2266666667,11.6,1,21.5666666667,35.23,18.79,30.3266666667,9.7666666667,756.1,3.3333333333,40
0,21.1,33.3,20,31.39,21.5,34.145,32.09,11.4633333333,1,21.6333333333,35,18.79,30.1333333333,9.85,756.1,3.5,40
0,21.1333333333,33.43,20,31.39,21.5,34.09,32.09,11.4633333333,1,21.772,34.814,18.79,30,9.9333333333,756.1,3.6666666667,40
0,21.1333333333,33.23,20,31.39,21.5666666667,34.4233333333,32.2,11.36,1,21.79,34.7,18.79,29.9266666667,10.0166666667,756.1,3.8333333333,40
0,21.1,33.5,20,31.5333333333,21.8933333333,35.9333333333,32.2,11.1666666667,1,21.79,34.43,18.79,29.79,10.1,756.1,4,40
0,21.1666666667,33.8333333333,19.9266666667,31.5333333333,22.2933333333,36.8,32.09,11.03,1,21.79,34.29,18.79,29.73,10.05,756.1166666667,4.1666666667,40
0,21.1,33.76,19.89,31.73,22.6633333333,37.5666666667,32.09,10.83,1,21.79,34.29,18.79,29.5666666667,10,756.1333333333,4.3333333333,40
0,21.1,33.6266666667,19.89,31.79,22.9966666667,38.0266666667,31.945,10.66,1,21.79,34.29,18.79,29.4266666667,9.95,756.15,4.5,40
0,21.2,33.29,19.89,31.79,23.2633333333,38.1566666667,31.79,10.46,1,21.8233333333,34.2666666667,18.79,29.3566666667,9.9,756.1666666667,4.6666666667,40
0,21.2,33.29,19.8233333333,31.79,23.4633333333,38.23,31.73,10.2633333333,1,21.89,34.4666666667,18.79,29.23,9.85,756.1833333333,4.8333333333,40
0,21.2,33.5,19.79,31.9266666667,23.7,38.06,31.6666666667,9.99,1,21.89,34.5,18.79,29.1666666667,9.8,756.2,5,40
0,21.2,33.7,19.73,32,23.8266666667,37.9333333333,31.5333333333,9.6266666667,1,21.89,34.4333333333,18.79,29.1666666667,9.6833333333,756.2,4.6666666667,40
0,21.1333333333,33.6666666667,19.7,32.06,23.8566666667,37.3933333333,31.5333333333,9.4266666667,1,21.89,34.3633333333,18.79,29.2,9.5666666667,756.2,4.3333333333,40
0,21.1333333333,33.86,19.7,32.4666666667,23.73,36.8,31.46,10.2666666667,1,21.9633333333,34.29,18.79,29.2,9.45,756.2,4,40
0,21.1,33.5,19.6666666667,32.73,23.6666666667,36.3333333333,31.39,11.1333333333,1,22,34.09,18.79,29.29,9.3333333333,756.2,3.6666666667,40
0,21.1,33.36,19.6,32.79,23.5333333333,36.1266666667,31.3233333333,9.845,1,22,34.09,18.79,29.29,9.2166666667,756.2,3.3333333333,40
0,21.1,33.1633333333,19.5,32.8266666667,23.39,35.8633333333,31.29,8.0333333333,1,22,34.09,18.76,29.29,9.1,756.2,3,40
0,21.1,33.09,19.4266666667,32.9,23.3233333333,35.73,31.29,7.1,1,22,34.09,18.7,29.3566666667,8.55,756.2,2.8333333333,40
0,21.1,33,19.39,32.9333333333,23.1666666667,35.4,31.39,6.1333333333,2.5266666667,22.0333333333,34.1266666667,18.7,29.445,8,756.2,2.6666666667,40
0,21.1,33,19.3233333333,33.1333333333,23.0333333333,35.2666666667,31.4633333333,5.5333333333,4.3333333333,22.1666666667,34.2,18.7,29.5333333333,7.45,756.2,2.5,40
0,21.0333333333,32.9333333333,19.29,33.29,22.945,35.145,31.5333333333,4.9933333333,6.4666666667,22.2,34.2,18.7,29.6,6.9,756.2,2.3333333333,40
0,21,32.9,19.2,33.4333333333,22.89,35,31.6,4.66,7.8666666667,22.26,34.26,18.7,29.7,6.35,756.2,2.1666666667,40
10,21,32.9666666667,19.1333333333,33.56,22.8233333333,34.9333333333,31.7,4.33,9.23,22.29,34.29,18.7,29.76,5.8,756.2,2,40
0,21,33.2666666667,19.1,33.6566666667,22.79,34.8633333333,31.76,4.0633333333,9.8966666667,22.3233333333,34.5666666667,18.7,29.9266666667,5.55,756.2,2,40
0,21,33.5266666667,19.0333333333,33.79,22.73,34.8633333333,31.6,3.9,10.5266666667,22.3233333333,34.9,18.7,30.0666666667,5.3,756.2,2,40
0,21,33.5,18.9633333333,33.9333333333,22.7,34.9,31.5333333333,3.8266666667,11.3333333333,22.39,35.5,18.7,30.4933333333,5.05,756.2,2,40
0,21,33.5,18.89,34.06,22.7,34.9666666667,31.6,3.6633333333,13.16,22.3233333333,35.8333333333,18.7,30.9,4.8,756.2,2,40
0,20.9633333333,33.53,18.79,34.1266666667,22.6666666667,35,31.6,3.53,14.8266666667,22.3566666667,36.2666666667,18.7,31.3933333333,4.55,756.2,2,40
0,20.89,33.53,18.73,34.26,22.6,35,31.6666666667,3.3333333333,15.89,22.29,36.6,18.7,31.7266666667,4.3,756.2,2,40
0,20.89,33.59,18.7,34.4633333333,22.6,35,31.7,3.1266666667,16.69,22.29,36.9633333333,18.6333333333,32.0966666667,4.0833333333,756.1833333333,2.1666666667,40
0,20.89,33.59,18.6333333333,34.59,22.6,35.06,31.7,2.9666666667,18.4333333333,22.23,37.1633333333,18.7,32.43,3.8666666667,756.1666666667,2.3333333333,40
0,20.8233333333,33.53,18.5666666667,34.7666666667,22.6,35.03,31.79,2.8266666667,19.8933333333,22.2,37.53,18.7,32.7666666667,3.65,756.15,2.5,40
0,20.8233333333,33.53,18.5,35.0266666667,22.6,35.09,31.8566666667,2.645,22.445,22.1333333333,37.6633333333,18.7,33.0266666667,3.4333333333,756.1333333333,2.6666666667,40
0,20.79,33.59,18.39,35.1266666667,22.6,35.09,31.9266666667,2.73,25.8233333333,22.0666666667,37.79,18.7,33.4633333333,3.2166666667,756.1166666667,2.8333333333,40
0,20.79,33.59,18.39,35.2,22.6,35.09,32,2.93,27.8233333333,22,37.8633333333,18.7,33.7233333333,3,756.1,3,40
0,20.79,33.6266666667,18.29,35.4333333333,22.5666666667,35.09,32.03,3.36,28.8333333333,22,38.1566666667,18.7,34.0666666667,3.0388888889,756.0555555556,3.0555555556,40
0,20.79,33.7,18.23,35.5,22.5,35.09,32.1633333333,3.56,29.2266666667,22,38.49,18.7,34.3333333333,3.0777777778,756.0111111111,3.1111111111,40
0,20.7,33.7,18.2,35.6266666667,22.5,35.2,32.2,3.7,29.6333333333,21.89,38.86,18.7,34.69,3.1166666667,755.9666666667,3.1666666667,40
0,20.7,33.79,18.1333333333,35.76,22.5,35.2,32.26,3.5666666667,29.1666666667,21.89,39,18.7,34.9633333333,3.1555555556,755.9222222222,3.2222222222,40
0,20.7,33.79,18.1,35.95,22.5,35.2,32.29,3.4333333333,30.3,21.89,39.1566666667,18.7,35.2233333333,3.1944444444,755.8777777778,3.2777777778,40
0,20.6666666667,33.79,18.0666666667,36.06,22.5,35.2,32.29,3.56,30.5666666667,21.8233333333,39.3633333333,18.7,35.53,3.2333333333,755.8333333333,3.3333333333,40
0,20.6,33.79,18,36.06,22.5,35.2,32.3633333333,3.6266666667,30.5,21.79,39.6266666667,18.7,35.6633333333,3.2722222222,755.7888888889,3.3888888889,40
0,20.6,33.9,18,36.2,22.39,35.1266666667,32.3633333333,3.7,30.76,21.79,39.925,18.7,35.9333333333,3.3111111111,755.7444444444,3.4444444444,40
0,20.6,33.9,17.9266666667,36.3333333333,22.39,35.1266666667,32.4,3.76,30.9633333333,21.79,40.26,18.76,36.1333333333,3.35,755.7,3.5,40
0,20.5666666667,33.9333333333,17.89,36.4,22.3233333333,35.2,32.4,3.6266666667,30.8233333333,21.76,40.36,18.79,36.3266666667,3.3888888889,755.6555555556,3.5555555556,40
0,20.5,34,17.89,36.4666666667,22.3233333333,35.2,32.5,3.3633333333,30.3933333333,21.76,40.5,18.73,36.4666666667,3.4277777778,755.6111111111,3.6111111111,40
0,20.5,34.03,17.89,36.53,22.29,35.2,32.5,3.1566666667,30.7933333333,21.73,40.59,18.79,36.6266666667,3.4666666667,755.5666666667,3.6666666667,40
0,20.5,34.09,17.8233333333,36.53,22.3566666667,35.2,32.5,2.8633333333,31.3633333333,21.73,40.53,18.79,36.76,3.5055555556,755.5222222222,3.7222222222,40
0,20.4633333333,34.09,17.76,36.59,22.3233333333,35.2,32.5,2.695,32.315,21.7,40.7,18.79,36.9333333333,3.5444444444,755.4777777778,3.7777777778,40
0,20.4633333333,34.1633333333,17.76,36.6633333333,22.3233333333,35.2,32.4333333333,2.53,33.3233333333,21.7,40.6266666667,18.79,37.06,3.5833333333,755.4333333333,3.8333333333,40
0,20.39,34.09,17.7,36.73,22.3566666667,35.2,32.5,2.53,34.0666666667,21.6666666667,40.4666666667,18.79,37.1266666667,3.6222222222,755.3888888889,3.8888888889,40
0,20.39,34.09,17.7,36.79,22.3566666667,35.2,32.5,2.59,34.2,21.6666666667,40.4666666667,18.79,37.26,3.6611111111,755.3444444444,3.9444444444,40
0,20.39,34.09,17.6,36.79,22.29,35.2,32.5,2.5,34.4633333333,21.6,40.26,18.79,37.3266666667,3.7,755.3,4,40
0,20.39,34.09,17.6,36.79,22.29,35.2,32.56,2.5,34.9966666667,21.6,40.1266666667,18.79,37.4666666667,3.8333333333,755.2333333333,4.1666666667,40
0,20.3566666667,34.2,17.6,36.9,22.29,35.2,32.59,2.5,35.0966666667,21.5666666667,40.06,18.79,37.59,3.9666666667,755.1666666667,4.3333333333,40
0,20.29,34.2,17.6,36.9666666667,22.29,35.2,32.59,2.6333333333,35.8966666667,21.5666666667,40.06,18.79,37.6633333333,4.1,755.1,4.5,40
0,20.3566666667,34.2,17.5,37.03,22.29,35.2,32.59,2.9,36.1,21.5,40.09,18.79,37.845,4.2333333333,755.0333333333,4.6666666667,40
0,20.29,34.2,17.5,37.09,22.29,35.2,32.59,2.9666666667,36.0266666667,21.5,40.09,18.79,37.9333333333,4.3666666667,754.9666666667,4.8333333333,40
0,20.29,34.2,17.5,37.145,22.29,35.2,32.7,3.2,35.8633333333,21.4633333333,40.06,18.79,38.06,4.5,754.9,5,40
0,20.29,34.29,17.5,37.2,22.29,35.2,32.7,3.26,35.53,21.4633333333,40.1333333333,18.79,38.23,4.55,754.85,5,40
0,20.29,34.29,17.4266666667,37.2,22.29,35.2,32.7,3.3266666667,35.53,21.5,40.29,18.79,38.3633333333,4.6,754.8,5,40
0,20.29,34.29,17.39,37.29,22.29,35.2,32.76,3.4,35.7233333333,21.5,40.23,18.79,38.5,4.65,754.75,5,40
0,20.23,34.29,17.39,37.29,22.29,35.2,32.79,3.4,35.6266666667,21.445,40.2,18.79,38.56,4.7,754.7,5,40
0,20.26,34.29,17.29,37.3266666667,22.2,35.09,32.79,3.4666666667,35.96,21.4633333333,40.2,18.79,38.6266666667,4.75,754.65,5,40
0,20.2,34.29,17.3566666667,37.4,22.2,35.09,32.79,3.59,36.045,21.39,40.2,18.79,38.7,4.8,754.6,5,40
0,20.2,34.29,17.29,37.4,22.2,35.03,32.79,3.7,36.2233333333,21.39,40.2,18.79,38.73,4.8083333333,754.575,5.0833333333,40
0,20.2,34.29,17.29,37.4666666667,22.2,35.09,32.79,3.7,36.2233333333,21.39,40.1266666667,18.79,38.8633333333,4.8166666667,754.55,5.1666666667,40
0,20.2,34.4,17.29,37.5,22.2,35.09,32.8633333333,3.76,36.2666666667,21.39,40.09,18.79,38.9,4.825,754.525,5.25,40
0,20.1333333333,34.4,17.29,37.56,22.2,35.09,32.8633333333,3.7,36.4,21.39,40.09,18.79,38.9,4.8333333333,754.5,5.3333333333,40
0,20.2,34.4,17.29,37.59,22.1,35.1266666667,32.9,3.79,36.2233333333,21.3233333333,40,18.79,38.9,4.8416666667,754.475,5.4166666667,40
0,20.1333333333,34.4,17.23,37.59,22.1,35.2,32.9,3.79,36.09,21.3233333333,40,18.79,38.9,4.85,754.45,5.5,40
0,20.1,34.4333333333,17.23,37.6266666667,22.1,35.2,33,3.9333333333,36.53,21.29,40.03,18.79,38.9,4.8583333333,754.425,5.5833333333,40
0,20.1,34.5,17.23,37.7,22.1,35.2,33,4.06,36.79,21.29,40.09,18.79,38.9,4.8666666667,754.4,5.6666666667,40
