c,d,e,f,g,h,I,k,n,o,r,s,t,u,v,w,y,z
20,21.39,38.56,20.39,37.59,20.6,41,39.5225,2.4,96,20.39,43.09,17.89,41.56,2.2,764.6,5.6666666667,40
30,21.3233333333,38.56,20.39,37.59,20.6,40.86,39.53,2.2666666667,95.9333333333,20.5333333333,43.09,17.89,41.5,2.35,764.65,6.3333333333,40
20,21.29,38.5,20.4633333333,37.7,20.6,40.8333333333,39.26,2.0266666667,95.9666666667,20.6,43.09,17.89,41.3633333333,2.5,764.7,7,40
20,21.29,38.56,20.4633333333,37.76,20.6,40.6266666667,39.2,1.8266666667,95.9,20.6333333333,43.03,17.89,41.23,2.4166666667,764.7666666667,6.3333333333,40
30,21.4266666667,39,20.5333333333,37.76,20.6333333333,40.5,39.1633333333,1.6333333333,95.9,20.76,42.9633333333,17.89,41.06,2.3333333333,764.8333333333,5.6666666667,40
20,21.5666666667,39.06,20.679,37.745,20.7,40.4333333333,39.09,1.36,95.9666666667,20.8483333333,42.8725,17.89,41,2.25,764.9,5,40
20,21.73,40.9,20.79,37.79,20.7,40.4333333333,39.2666666667,0.8,96.09,20.89,42.76,17.79,40.76,2.1666666667,764.9666666667,4.3333333333,40
30,21.93,42.7666666667,21.04,38.08,20.7,40.6333333333,39.7333333333,0.4666666667,96.09,20.9266666667,42.6633333333,17.79,40.6725,2.0833333333,765.0333333333,3.6666666667,40
20,22.1633333333,42.4,21.2864285714,38.39,20.86,41.7233333333,39.9266666667,0.1666666667,96.09,20.9371428571,42.6214285714,17.79,40.59,2,765.1,3,40
10,22.4966666667,43.1933333333,21.5594444444,38.9033333333,21.1933333333,43.7233333333,40.5333333333,0.0333333333,96.09,20.89,42.3655555556,17.79,40.5,1.8,765.0666666667,2.6666666667,40
10,22.8933333333,42.1933333333,21.7927777778,39.225,21.6966666667,45.1,40.2966666667,0.1666666667,96.2266666667,20.8011111111,42.25,17.79,40.5,1.6,765.0333333333,2.3333333333,40
10,23.175,41.67,21.9572222222,39.2288888889,22.0966666667,45.56,39.89,0.65,96.4,20.9266666667,42.4666666667,17.79,40.4,1.4,765,2,40
20,23.2,41.2266666667,22.0111111111,39.0872222222,22.4266666667,45.7,40.3966666667,0.9666666667,96.4333333333,21.0444444444,42.4866666667,17.79,40.4,1.2,764.9666666667,1.6666666667,40
40,23.29,40.7966666667,22.09375,38.9425,22.6725,45.52,40.6566666667,1,96.3,21.1142857143,42.5,17.79,40.3633333333,1,764.9333333333,1.3333333333,40
30,23.29,40.39,22.1,38.6266666667,22.79,45,40.26,0.7333333333,96.2266666667,21.2,42.4666666667,17.79,40.29,0.8,764.9,1,40
40,23.29,39.93,22.1,38.4666666667,22.79,44.5,40.1266666667,0.4333333333,96.3,21.2,42.4666666667,17.79,40.26,0.7333333333,764.9333333333,1.6666666667,35.6666666667
40,23.29,39.73,22.1,38.4,22.73,44.1666666667,40.1666666667,0.3666666667,96.3,21.1333333333,42.5,17.79,40.2,0.6666666667,764.9666666667,2.3333333333,31.3333333333
40,23.29,39.6633333333,22.15,38.29,22.5666666667,43.89,40.8333333333,0.4333333333,96.3666666667,21.1333333333,42.4333333333,17.79,40.1633333333,0.6,765,3,27
40,23.29,39.4633333333,22.1,38.2,22.5,43.9633333333,41.1266666667,0.5666666667,96.5,21.1666666667,42.4666666667,17.79,40.09,0.5333333333,765.0333333333,3.6666666667,22.6666666667
30,23.29,39.1266666667,22.1,38.2,22.4633333333,43.2966666667,41.17,0.7666666667,96.53,21.1,42.4,17.79,40.09,0.4666666667,765.0666666667,4.3333333333,18.3333333333
30,23.29,39.0666666667,22.1,38.2,22.39,43.03,40.7666666667,0.9666666667,96.53,21.1,42.29,17.79,40.03,0.4,765.1,5,14
20,23.29,38.7,22.1666666667,38.2,22.29,42.56,40.3333333333,1,96.4,21.1666666667,42.29,17.79,40,0.4166666667,765.05,4.5,15.5
30,23.29,38.7,22.2,38.1725,22.29,42.4333333333,40.46,1.0666666667,96.4,21.2,42.26,17.73,40,0.4333333333,765,4,17
20,23.29,38.56,22.1333333333,38.03,22.2,42.1633333333,40.43,1.1,96.4,21.2,42.1266666667,17.76,40,0.45,764.95,3.5,18.5
20,23.23,38.4333333333,22.1,37.9666666667,22.1333333333,42.09,40.23,1.1,96.4,21.2,42.06,17.76,40,0.4666666667,764.9,3,20
20,23.26,38.3633333333,22.1,37.9,22.0666666667,41.9666666667,40.06,1.0333333333,96.3666666667,21.2,42,17.7,39.9,0.4833333333,764.85,2.5,21.5
20,23.2,38.29,22.1,37.8633333333,22,41.8266666667,40.06,1.1,96.5,21.23,41.9333333333,17.745,39.9,0.5,764.8,2,23
20,23.1666666667,38.1633333333,22.1,37.79,21.89,41.7,40.53,1.245,96.5,21.29,42,17.7,39.9,0.5833333333,764.75,2.1666666667,24
30,23.1,38.09,22.1,37.79,21.89,41.7,40.53,1.26,96.4666666667,21.3233333333,41.9666666667,17.7,39.9,0.6666666667,764.7,2.3333333333,25
20,23.0666666667,38.1266666667,22.0333333333,37.73,21.79,41.6566666667,40.29,1.1333333333,96.4666666667,21.39,41.9666666667,17.7,39.8266666667,0.75,764.65,2.5,26
20,23,38.3333333333,21.9633333333,37.7,21.73,41.79,40.29,1.1,96.5,21.5,42.3,17.7,40.03,0.8333333333,764.6,2.6666666667,27
20,22.89,38.545,21.89,37.76,21.6,41.79,40.4633333333,1.1666666667,96.5,21.5,42.6333333333,17.7,40.2233333333,0.9166666667,764.55,2.8333333333,28
20,22.8566666667,38.79,21.8566666667,37.79,21.6,41.8725,40.53,1.2,96.4333333333,21.5,43.0966666667,17.7,40.4633333333,1,764.5,3,29
10,22.79,38.8633333333,21.79,37.79,21.5333333333,41.9,40.6266666667,1.0666666667,96.4333333333,21.5,43.565,17.7,40.7233333333,0.9166666667,764.5,2.8333333333,27.5
10,22.79,38.86,21.76,37.9333333333,21.5,42.03,40.76,0.8333333333,96.4666666667,21.5,44.1233333333,17.7,40.9333333333,0.8333333333,764.5,2.6666666667,26
0,22.73,39.1933333333,21.7,38,21.5,42.03,40.9,0.6333333333,96.4,21.5,44.7,17.7,41.06,0.75,764.5,2.5,24.5
0,22.6,39.23,21.6666666667,38,21.5,42.09,40.9,0.5,96.5,21.5,45.0333333333,17.7,41.2666666667,0.6666666667,764.5,2.3333333333,23
0,22.6,39.29,21.6,38.0675,21.5,42.1633333333,41,0.5,96.5,21.5,45.7266666667,17.76,41.4666666667,0.5833333333,764.5,2.1666666667,21.5
0,22.5,39.3633333333,21.5333333333,38.09,21.4633333333,42.2,41.0675,0.4,96.3666666667,21.4266666667,46.06,17.7,41.73,0.5,764.5,2,20
0,22.4266666667,39.29,21.5,38.1266666667,21.39,42.2,41.1633333333,0.4,96.3666666667,21.39,46.3266666667,17.7,41.93,0.55,764.5,2.1666666667,27.5
0,22.39,39.29,21.4266666667,38.1266666667,21.39,42.29,41.23,0.4333333333,96.4333333333,21.39,46.4666666667,17.7,42.1566666667,0.6,764.5,2.3333333333,35
0,22.3233333333,39.3633333333,21.3566666667,38.23,21.39,42.29,41.29,0.5,96.5,21.3566666667,46.8,17.7,42.3633333333,0.65,764.5,2.5,42.5
0,22.29,39.4333333333,21.29,38.29,21.39,42.3633333333,41.4,0.5666666667,96.4333333333,21.29,47.1933333333,17.7,42.6266666667,0.7,764.5,2.6666666667,50
0,22.23,39.5,21.29,38.29,21.39,42.3633333333,41.3266666667,0.475,96.475,21.29,47.3633333333,17.76,42.76,0.75,764.5,2.8333333333,57.5
0,22.2,39.5,21.29,38.29,21.39,42.4,41.4,0.4,96.4,21.23,47.0966666667,17.79,43,0.8,764.5,3,65
0,22.1333333333,39.56,21.2,38.29,21.39,42.3266666667,41.4,0.4,96.4,21.2,47.03,17.745,43.095,0.8333333333,764.55,3,58
0,22.0666666667,39.6633333333,21.1333333333,38.29,21.39,42.4,41.4666666667,0.3333333333,96.4,21.2,47.09,17.79,43.3333333333,0.8666666667,764.6,3,51
0,22,39.6633333333,21.1,38.4,21.39,42.4,41.4,0.3333333333,96.4,21.2,47.23,17.79,43.53,0.9,764.65,3,44
0,22,39.7,21.1,38.4,21.39,42.5,41.53,0.4,96.4,21.2,47.3633333333,17.79,43.6633333333,0.9333333333,764.7,3,37
0,21.9266666667,39.7,21,38.4,21.39,42.5,41.59,0.5666666667,96.53,21.1,47.5666666667,17.79,43.8266666667,0.9666666667,764.75,3,30
0,21.89,39.73,21,38.4,21.39,42.59,41.7,0.7666666667,96.4633333333,21.1,47.76,17.79,43.9666666667,1,764.8,3,23
0,21.865,39.7675,20.9633333333,38.5,21.39,42.5225,41.7,1.0333333333,96.4,21.1,47.9633333333,17.79,44.09,0.9,764.75,3.1666666667,23.5
0,21.79,39.7,20.89,38.56,21.39,42.5,41.7,1.0333333333,96.3333333333,21.1,48.1633333333,17.79,44.2233333333,0.8,764.7,3.3333333333,24
0,21.76,39.79,20.89,38.6266666667,21.39,42.53,41.7,0.8666666667,96.2633333333,21.05,48.3,17.79,44.3266666667,0.7,764.65,3.5,24.5
0,21.7,39.79,20.8233333333,38.6266666667,21.39,42.59,41.79,0.8,96.1233333333,21,48.3266666667,17.79,44.4666666667,0.6,764.6,3.6666666667,25
0,21.7,39.8266666667,20.79,38.7,21.3566666667,42.59,41.79,0.9,96.19,21,48.4666666667,17.79,44.53,0.5,764.55,3.8333333333,25.5
0,21.6333333333,39.8266666667,20.79,38.7,21.29,42.59,41.8633333333,0.8333333333,96.1233333333,21,48.6266666667,17.79,44.6633333333,0.4,764.5,4,26
0,21.6,39.8266666667,20.7,38.79,21.29,42.59,41.79,0.8,96.06,21,48.7,17.79,44.79,0.4333333333,764.4666666667,3.6666666667,28.3333333333
0,21.6,39.9,20.7,38.8266666667,21.29,42.6633333333,41.8633333333,0.8666666667,96.06,20.89,48.86,17.79,44.8633333333,0.4666666667,764.4333333333,3.3333333333,30.6666666667
0,21.5,40,20.7,38.9,21.29,42.7,41.9,1,96.09,20.89,49.06,17.79,44.9333333333,0.5,764.4,3,33
0,21.5,40,20.6666666667,38.9,21.29,42.7,41.9,1,96.1233333333,20.8566666667,49.29,17.79,45.06,0.5333333333,764.3666666667,2.6666666667,35.3333333333
0,21.5,40.03,20.6,38.9,21.29,42.7,41.9333333333,1.0666666667,96.19,20.79,49.345,17.79,45.1266666667,0.5666666667,764.3333333333,2.3333333333,37.6666666667
0,21.4266666667,40.03,20.6,38.9333333333,21.29,42.76,42,1.1,96.1566666667,20.79,49.6266666667,17.79,45.2,0.6,764.3,2,40
0,21.39,40,20.5333333333,39,21.26,42.7,42,1.1,96.09,20.79,49.7,17.79,45.23,0.5833333333,764.2666666667,2.1666666667,40
0,21.39,40.06,20.5,39.03,21.26,42.76,42,1.1,96.09,20.76,49.9333333333,17.79,45.3175,0.5666666667,764.2333333333,2.3333333333,40
0,21.29,40.09,20.5,39.09,21.26,42.76,41.9,1.0333333333,96.03,20.76,50.06,17.79,45.4,0.55,764.2,2.5,40
0,21.29,40.09,20.5,39.1266666667,21.2,42.7,41.9,1,96,20.7,50.3266666667,17.79,45.4333333333,0.5333333333,764.1666666667,2.6666666667,40
0,21.29,40.2,20.4266666667,39.1266666667,21.23,42.73,41.9333333333,1,96,20.7,50.4,17.79,45.5,0.5166666667,764.1333333333,2.8333333333,40
0,21.23,40.2,20.39,39.09,21.29,42.79,41.9333333333,0.8666666667,96,20.7,50.5,17.8233333333,45.5666666667,0.5,764.1,3,40
0,21.2,40.2,20.39,39.1633333333,21.29,42.79,41.9666666667,0.8,96,20.7,50.5,17.8233333333,45.6266666667,0.4833333333,764.1,3,38
0,21.2,40.2,20.3233333333,39.2,21.23,42.73,41.9666666667,0.8,96.03,20.7,50.4,17.79,45.6266666667,0.4666666667,764.1,3,36
0,21.1,40.29,20.3233333333,39.2,21.2,42.7,42,0.7333333333,96.09,20.7,50.4,17.79,45.7,0.45,764.1,3,34
0,21.1,40.29,20.29,39.23,21.2,42.73,42,0.7,96.09,20.7,50.29,17.79,45.7,0.4333333333,764.1,3,32
0,21.1,40.29,20.29,39.29,21.2,42.73,41.9,0.7,96.09,20.625,50.1175,17.79,45.76,0.4166666667,764.1,3,30
0,21,40.29,20.26,39.26,21.2,42.7,41.9,0.7,96.09,20.6666666667,50,17.89,45.9,0.4,764.1,3,28
0,21,40.3633333333,20.2,39.26,21.2,42.6266666667,41.9666666667,0.75,96.0225,20.6,49.76,17.8233333333,45.8266666667,0.4166666667,764.1333333333,3,28
0,21,40.4,20.2,39.345,21.2,42.6266666667,41.975,0.7666666667,96.06,20.6,49.7,17.79,45.8266666667,0.4333333333,764.1666666667,3,28
0,21,40.4,20.1666666667,39.4,21.2,42.6266666667,42,0.7666666667,96.09,20.6,49.7,17.8566666667,45.9666666667,0.45,764.2,3,28
0,20.9633333333,40.4333333333,20.1666666667,39.4,21.1,42.7,41.9,0.7,96.09,20.6,49.6266666667,17.8566666667,45.9666666667,0.4666666667,764.2333333333,3,28
0,20.89,40.5,20.1,39.4,21.1,42.7,41.9,0.7,96.09,20.5666666667,49.56,17.8566666667,45.9666666667,0.4833333333,764.2666666667,3,28
0,20.89,40.5,20.1,39.4666666667,21.1,42.79,42,0.6333333333,96.03,20.5,49.5,17.8233333333,45.9633333333,0.5,764.3,3,28
0,20.89,40.5,20.1,39.5,21.1,42.73,42,0.6,96.1233333333,20.5,49.4,17.8233333333,46.03,0.2833333333,764.3666666667,2.8333333333,27.3333333333
10,20.79,40.53,20.0333333333,39.4333333333,21.1,42.76,42.1266666667,0.5333333333,96.19,20.5,49.4,17.89,46.09,0.0666666667,764.4333333333,2.6666666667,26.6666666667
10,20.79,40.7233333333,20,39.4333333333,21.1,42.6266666667,42.1266666667,0.2666666667,96.19,20.5,49.29,17.865,46.0425,-0.15,764.5,2.5,26
10,20.79,40.9333333333,20,39.56,21.1,42.59,41.9,0.0666666667,96.19,20.5,49.29,17.8566666667,45.9,-0.3666666667,764.5666666667,2.3333333333,25.3333333333
10,20.79,41.1333333333,20,39.59,21.1,42.59,41.5666666667,-0.3,96.0266666667,20.4633333333,49.1633333333,17.79,45.76,-0.5833333333,764.6333333333,2.1666666667,24.6666666667
10,20.79,41.2,20,39.6633333333,21,42.4,41.1333333333,-0.6333333333,95.8333333333,20.39,49.03,17.8566666667,45.76,-0.8,764.7,2,24
10,20.79,41.2,20,39.8266666667,21,42.4,40.9333333333,-0.9666666667,95.56,20.39,49.09,17.79,45.59,-0.8,764.7166666667,2,24.6666666667
20,20.79,41.26,20,39.9666666667,21,42.2966666667,40.6333333333,-1.0333333333,95.6266666667,20.39,49.03,17.79,45.53,-0.8,764.7333333333,2,25.3333333333
10,20.79,41.26,20,40.09,21,42.1633333333,40.6333333333,-0.9,95.8,20.39,48.9333333333,17.79,45.5,-0.8,764.75,2,26
0,20.79,41.645,20,40.09,20.945,42.45,40.5333333333,-0.9666666667,95.66,20.39,48.86,17.79,45.36,-0.8,764.7666666667,2,26.6666666667
0,20.8233333333,42.1266666667,20.1,40.09,21.23,43.8933333333,40,-1.05,95.64,20.29,48.4,17.79,44.99,-0.8,764.7833333333,2,27.3333333333
0,20.89,42.4,20.1666666667,40.09,21.43,44.8933333333,39.6333333333,-1.2,95.59,20.29,47.8975,17.79,44.53,-0.8,764.8,2,28
0,20.9266666667,42.39,20.2,39.93,21.7633333333,45.59,39.36,-1.1333333333,95.6566666667,20.29,47.4633333333,17.73,43.8933333333,-0.6333333333,764.85,1.8333333333,28.1666666667
10,21,42.59,20.26,39.79,22.03,45.4633333333,38.93,-1.1333333333,95.6566666667,20.2,46.9666666667,17.73,43.5,-0.4666666667,764.9,1.6666666667,28.3333333333
0,21.1333333333,42.5333333333,20.39,39.5,22.23,44.99,38.79,-1.26,95.53,20.2,46.7666666667,17.7,43.0633333333,-0.3,764.95,1.5,28.5
0,21.2,42.3333333333,20.5,39.2966666667,22.3566666667,44.53,38.5,-1.3233333333,95.33,20.2,46.4,17.76,42.73,-0.1333333333,765,1.3333333333,28.6666666667
0,21.39,41.8,20.5666666667,39.03,22.39,43.7333333333,38.9633333333,-1.3233333333,95.2633333333,20.1333333333,46.2,17.79,42.73,0.0333333333,765.05,1.1666666667,28.8333333333
0,21.4633333333,40.6,20.8233333333,38.8633333333,22.3233333333,43.2666666667,39.1633333333,-1.29,95.3,20.1,45.93,17.79,42.73,0.2,765.1,1,29
0,21.6333333333,39.9666666667,20.9633333333,38.6566666667,22.2,42.76,39.4633333333,-1.23,95.2266666667,20.1,45.73,17.76,42.6633333333,0.3833333333,765.15,1,29
0,21.7,39.7666666667,21.1333333333,38.4,22.1333333333,42.5666666667,39.59,-1.1666666667,95.26,20.1,45.56,17.76,42.53,0.5666666667,765.2,1,29
0,21.73,39.5266666667,21.2,38.0666666667,22.0666666667,42.1,39.79,-1.0333333333,95.4666666667,20.1,45.5,17.79,42.3333333333,0.75,765.25,1,29
0,21.8566666667,39.4,21.29,37.9666666667,22,41.7666666667,39.8633333333,-0.8666666667,95.6233333333,20.1,45.3633333333,17.79,41.9975,0.9333333333,765.3,1,29
0,21.89,39.26,21.29,37.8266666667,21.89,41.5266666667,39.9,-0.6666666667,95.83,20.1,45.29,17.79,41.79,1.1166666667,765.35,1,29
0,21.9633333333,39.26,21.39,37.6633333333,21.89,41.3266666667,39.7666666667,-0.4666666667,96.03,20.1333333333,45.2,17.89,41.76,1.3,765.4,1,29
0,22.0333333333,39.1933333333,21.39,37.39,21.89,41.23,39.46,-0.3333333333,96.1566666667,20.1333333333,45.2,17.8233333333,41.5666666667,1.4833333333,765.4333333333,1.1666666667,29
0,22.1,38.8,21.39,36.86,21.9633333333,41.49,39.26,-0.1333333333,96.2266666667,20.2,45.6266666667,17.89,41.5,1.6666666667,765.4666666667,1.3333333333,29
0,22.1,37.9333333333,21.1966666667,35.1333333333,21.8566666667,41.1,39.1,0.1,96.35,20.26,45.6266666667,17.89,41.4333333333,1.85,765.5,1.5,29
0,22.0333333333,37.4,20.89,34.4266666667,21.79,40.6333333333,38.6333333333,0.2666666667,96.4333333333,20.29,45.26,17.89,41.29,2.0333333333,765.5333333333,1.6666666667,29
0,22.0333333333,37.9266666667,20.9633333333,34.96,22.1,40.745,38.5,0.3333333333,96.4666666667,20.29,45.2,17.89,41.29,2.2166666667,765.5666666667,1.8333333333,29
0,22.1,38.25,21.1333333333,35.5966666667,22.3233333333,40.6333333333,38.56,0.4,96.4,20.39,45.3633333333,18,41.1633333333,2.4,765.6,2,29
0,22.1,38.2666666667,21.26,35.99,22.4633333333,40.4333333333,38.59,0.5,96.53,20.39,44.9633333333,18,41.09,2.4833333333,765.5833333333,2,30.8333333333
0,22.1,38.26,21.29,36.3266666667,22.39,39.93,38.59,0.5666666667,96.53,20.39,44.645,18,40.8633333333,2.5666666667,765.5666666667,2,32.6666666667
0,22.1,38.26,21.29,36.4666666667,22.3233333333,39.73,38.7,0.7,96.69,20.5333333333,44.3333333333,18,40.6566666667,2.65,765.55,2,34.5
0,22.0333333333,38.23,21.29,36.59,22.2,39.4,38.76,0.8333333333,96.7633333333,20.6666666667,44.1266666667,18,40.3633333333,2.7333333333,765.5333333333,2,36.3333333333
0,22.1,38.23,21.29,36.59,22.1333333333,39.4,38.95,0.9333333333,96.8,20.73,43.8633333333,18,40.1566666667,2.8166666667,765.5166666667,2,38.1666666667
0,22.1,38.06,21.29,36.59,22.1,39.3633333333,38.9,1,96.8,20.8566666667,43.73,18,39.9666666667,2.9,765.5,2,40
0,22.1,38.06,21.26,36.56,22.1,39.23,38.9,1.0666666667,96.8333333333,21.1633333333,43.4666666667,18.0666666667,39.9,2.9166666667,765.4833333333,2,40
0,22.0666666667,38.1633333333,21.1333333333,36.56,22,39.1633333333,39.09,1.26,96.9666666667,21.3566666667,43.2666666667,18.1,39.83,2.9333333333,765.4666666667,2,40
0,22,38.09,21.1,36.59,22,39.1633333333,38.89,1.3233333333,97,21.39,43.1633333333,18.1666666667,40.6966666667,2.95,765.45,2,40
0,22,38.23,21.1,36.6633333333,21.9633333333,39.2,38.4666666667,1.39,97,21.39,43.09,18.2,40.8933333333,2.9666666667,765.4333333333,2,40
0,22,38.23,21,36.5633333333,21.89,39.2,38.4,1.5333333333,97.19,21.5333333333,43.4,18.2225,40.35,2.9833333333,765.4166666667,2,40
0,22,37.0266666667,20.775,34.79,21.8566666667,38.8933333333,37.5633333333,1.6,97.19,21.6,42.7333333333,18.29,40.56,3,765.4,2,40
0,21.9266666667,34.9,20.416,32.39,21.6633333333,37.9666666667,37.23,1.7,97.3,21.6,41.8,18.29,40.5,3.0166666667,765.3666666667,2,40
0,21.8566666667,33.13,20.0966666667,31.16,21.4633333333,36.3,36.5933333333,1.73,97.2266666667,21.6,41.1,18.29,40.4333333333,3.0333333333,765.3333333333,2,40
0,21.73,32.4633333333,19.7633333333,30.16,21.2633333333,35.2333333333,36.0666666667,1.79,97.2266666667,21.6,40.0933333333,18.39,39.7666666667,3.05,765.3,2,40
10,21.6333333333,32.0233333333,19.73,30.3666666667,21.1,35.03,35.8633333333,1.79,97.2266666667,21.6,39.5,18.39,39.5,3.0666666667,765.2666666667,2,40
0,21.7,32.6966666667,19.8566666667,31.2333333333,20.96,35.2966666667,35.73,1.79,97.2266666667,21.6333333333,39.26,18.39,39.4666666667,3.0833333333,765.2333333333,2,40
0,21.7,33.4266666667,19.9842857143,32.3271428571,20.84,35.995,35.6633333333,1.79,97.2266666667,21.7736363636,39.0690909091,18.39,39.3266666667,3.1,765.2,2,40
0,21.7,33.96,20.08125,33.115,20.89,36.5,35.59,1.79,97.3,21.84,39.045,18.39,39.26,3.0333333333,765.1833333333,1.8333333333,40
0,21.7,34.245,20.1461538462,33.6038461538,20.9633333333,36.4333333333,35.56,1.79,97.3,21.9664285714,39.1642857143,18.39,39.2,2.9666666667,765.1666666667,1.6666666667,40
0,21.7,34.5666666667,20.2,33.976,21,36.4,35.5,1.73,97.3,22.125,39.29,18.39,39.1266666667,2.9,765.15,1.5,40
0,21.7,34.8333333333,20.29,34.5133333333,21,36.4,35.53,1.6666666667,97.2633333333,22.2933333333,39.43,18.39,39.3333333333,2.8333333333,765.1333333333,1.3333333333,40
0,21.7,35.0666666667,20.3185714286,34.7257142857,21.1,36.59,35.53,1.6,97.19,22.445,39.53,18.39,39.83,2.7666666667,765.1166666667,1.1666666667,40
0,21.76,35.26,20.39,34.9111111111,21.1,36.6633333333,35.545,1.4633333333,97.1266666667,22.525,39.515,18.39,40.3633333333,2.7,765.1,1,40
0,21.73,35.4333333333,20.39,35,21.1333333333,36.8266666667,35.59,1.3233333333,97,22.6583333333,39.5,18.5,41.1933333333,2.3833333333,765.0666666667,1.1666666667,40
0,21.79,35.56,20.434,35.116,21.2,36.9,35.6633333333,1.2,96.8333333333,22.7,39.475,18.5,41.4666666667,2.0666666667,765.0333333333,1.3333333333,40
0,21.7,35.6266666667,20.39,35.3266666667,21.1,36.9333333333,35.79,1.2,96.9,22.76,39.4,18.2233333333,37.8966666667,1.75,765,1.5,40
0,21.7,35.7,20.365,35.675,21.1,37,35.79,0.7333333333,96.2966666667,22.76,39.1,17.89,36.43,1.4333333333,764.9666666667,1.6666666667,40
10,21.7,35.59,20.3566666667,35.9,21.0666666667,37.06,35.8266666667,0.325,95.82,22.5666666667,37.7666666667,18,36.8,1.1166666667,764.9333333333,1.8333333333,40
10,21.7,35.59,20.29,35.975,21,37.06,36.1,-0.0333333333,95.3966666667,22.5,37.2225,18.1,37.03,0.8,764.9,2,40
10,21.6,35.73,20.23,35.7966666667,20.9633333333,37.2,36.4633333333,-0.2666666667,95.23,22.4511111111,37.4755555556,18.1,37.1633333333,0.5333333333,764.8833333333,2,40
20,21.6,35.79,20.15,35.825,20.89,37.26,36.6633333333,-0.5333333333,94.9633333333,22.434,37.79,18.1,37.2,0.2666666667,764.8666666667,2,40
10,21.5,36.76,20.1,36.0772727273,20.79,37.26,36.8266666667,-0.8333333333,94.9266666667,22.5,38.858,18.1,37.26,0,764.85,2,40
10,21.5666666667,38.6266666667,20.1,37.0409090909,20.79,37.26,36.9666666667,-1.0333333333,95.26,22.5,39.45,18.1,37.29,-0.2666666667,764.8333333333,2,40
20,21.6333333333,42.0666666667,20.1,38.154,20.7,37.4933333333,36.9666666667,-1.4266666667,94.2266666667,22.55,39.9616666667,18.1,37.23,-0.5333333333,764.8166666667,2,40
20,21.7,45.0666666667,20.0666666667,40.56,20.7,38.1,37.2333333333,-1.9,92.4333333333,22.55,40.2933333333,18.1,37.2,-0.8,764.8,2,40
20,21.79,45.5266666667,20.075,41.15625,20.7,38.495,37.3266666667,-2.23,91.8966666667,22.5916666667,40.5566666667,18.1,37.2,-0.8333333333,764.8,2,40
30,21.8566666667,43.5266666667,20.1,40.6925,20.73,38.89,37.4666666667,-2.43,91.69,22.6,40.99,18.2,38.6933333333,-0.8666666667,764.8,2,40
20,21.9266666667,41.86,20.1,40.3,20.79,39.09,37.4666666667,-2.5666666667,91.99,22.7,41.4333333333,18.1333333333,38.9666666667,-0.9,764.8,2,40
20,22.025,41.075,20.1666666667,40.6933333333,20.8233333333,39.1266666667,37.3266666667,-2.8333333333,91.2566666667,22.7,41.6,18.1,38.9666666667,-0.9333333333,764.8,2,40
10,22.1,40.7666666667,20.29,40.7175,20.89,39.2,37.06,-3.03,90.8333333333,22.65,41.6133333333,18.1,38.8266666667,-0.9666666667,764.8,2,40
0,22.23,46.26,20.31,40.72,20.89,39.4933333333,37,-3.1633333333,90.76,22.5777777778,41.3311111111,18,38.56,-1,764.8,2,40
10,22.29,47.7333333333,20.39,41.7777777778,20.9633333333,40.3,36.9,-3.3266666667,90.83,22.444375,40.6,18,38.5,-1.0333333333,764.8,2,40
10,22.3566666667,45.63,20.4541666667,42.3416666667,21,40.73,36.9666666667,-3.475,90.6225,22.39,40.4076923077,17.9633333333,38.43,-1.0666666667,764.8,2,40
10,22.29,44.63,20.51875,42.48125,21,40.79,36.9,-3.56,90.8666666667,22.3566666667,40.5,17.89,38.23,-1.1,764.8,2,40
10,22.29,43.2633333333,20.60625,42.16375,20.9633333333,40.76,36.79,-3.59,91.1,22.34625,40.545,17.9633333333,37.9666666667,-1.1333333333,764.8,2,40
10,22.29,42.4566666667,20.6666666667,41.6788888889,20.89,40.645,36.8633333333,-3.59,91.3666666667,22.365,40.5,17.8233333333,37.7666666667,-1.1666666667,764.8,2,40
10,22.39,41.6233333333,20.7064285714,41.1071428571,20.89,40.5675,36.9,-3.53,91.6633333333,22.39,40.30125,17.89,37.645,-1.2,764.8,2,40
20,22.39,42.0966666667,20.7736363636,40.7,20.89,40.5,36.9666666667,-3.645,91.095,22.39,40.0571428571,17.79,37.4666666667,-1.25,764.75,2.1666666667,37.6666666667
30,22.5,43.2933333333,20.7818181818,40.05,20.9266666667,40.6266666667,37.29,-3.545,91.8725,22.39,39.9,17.79,37.345,-1.3,764.7,2.3333333333,35.3333333333
20,22.4266666667,41.8333333333,20.79,39.4,21,40.5666666667,37.43,-3.5772222222,91.435,22.3233333333,39.5666666667,17.89,38.23,-1.35,764.65,2.5,33
20,22.4266666667,40.3933333333,20.89,39.3333333333,21,40.4666666667,37.6566666667,-3.6844444444,90.4644444444,22.254,39.17,17.89,38.29,-1.4,764.6,2.6666666667,30.6666666667
20,22.4266666667,39.6,20.89,39.2,21,40.3266666667,37.73,-3.8144444444,90.0811111111,22.1,39.53,17.89,38.1333333333,-1.45,764.55,2.8333333333,28.3333333333
30,22.5,39.29,20.89,39.4333333333,20.89,40.26,37.3333333333,-3.76,90.8255555556,22.1,39.7233333333,17.89,37.86,-1.5,764.5,3,26
10,22.5,39.23,20.9175,39.475,20.89,40.2,37.1266666667,-3.8216666667,90.1361111111,22.1666666667,39.76,17.79,37.5266666667,-1.5666666667,764.4833333333,2.8333333333,26.3333333333
